id,pesan,kategori,label
760,Pengumuman: Listrik akan padam Senin 08.00-12.00 untuk pemeliharaan jaringan.,Informasi Umum,Tidak Berisiko
761,Investasi kripto profit 25% per bulan DIJAMIN. Modal awal Rp44.000. Info: 081234567890.,Penipuan,Berisiko
762,sekali lagi bugil lo,Kata Kasar & Ancaman,Berisiko
763,"Halo, ini link materi kuliah algoritma minggu ini: bit.ly/materi-algo2024. Selamat belajar!",Informasi Umum,Tidak Berisiko
764,"Eh, kamu udah nonton film Dune 2? Bagus gak?",Percakapan Biasa,Tidak Berisiko
765,Selamat! Nomor Anda terpilih program loyalitas Axis. Balas OTP yang dikirim ke CS kami di 0877-3333-5678.,Social Engineering,Berisiko
766,Stok darah golongan O di PMI menipis. Bagi yang mau donor silakan datang.,Informasi Umum,Tidak Berisiko
767,DANA kamu akan dibekukan karena aktivitas mencurigakan. Verifikasi segera: dana-secure-id.com,Phishing,Berisiko
768,Pembayaran premi asuransi Rp40.000 berhasil. Polis Anda aktif hingga 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
769,Tiket konser sudah berhasil dibeli. Silakan tunjukkan e-ticket ini di pintu masuk.,Transaksi Aman,Tidak Berisiko
770,lo iblis,Kata Kasar & Ancaman,Berisiko
771,Saya dari divisi hadiah Blibli. Anda menang grand prize. Kirim foto KTP + selfie ke 087712345678 untuk proses.,Social Engineering,Berisiko
772,Top up GoPay Rp45.000 berhasil. Saldo GoPay Anda: Rp1800.000.,Transaksi Aman,Tidak Berisiko
773,Unduh aplikasi Blibli mod premium gratis. Nikmati semua fitur tanpa bayar di tinyurl.com/bca-verify.,Malware,Berisiko
774,hei cabul,Kata Kasar & Ancaman,Berisiko
775,Info cuaca: Hujan lebat diprediksi sore hari di wilayah Pematangsiantar dan sekitarnya.,Informasi Umum,Tidak Berisiko
776,Cicilan bulan ke-11 dari 12 sebesar Rp12.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
777,Akun Shopee Anda login dari perangkat baru. Masukkan 634829 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
778,"Seseorang meminta reset password akun Gojek Anda. Masukkan kode 376429 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
779,apa-apa lo dasar cina cekik,Kata Kasar & Ancaman,Berisiko
780,anak bugil,Kata Kasar & Ancaman,Berisiko
781,"Anak gue dapat ranking 1 di kelas, bangga banget!",Percakapan Biasa,Tidak Berisiko
782,Reminder: Janji dokter besok jam 10.00 di Klinik Traveloka. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
783,Permintaan penarikan Rp42 juta dari dompet OVO Anda. Konfirmasi dengan OTP: 418392.,Pencurian Akun,Berisiko
784,Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 0877-3333-5678.,Penipuan,Berisiko
785,kamu mampusin banget sih,Kata Kasar & Ancaman,Berisiko
786,Ada yang mencoba masuk ke akun Shopee Anda. Verifikasi dengan kode 183742 atau akun akan dikunci.,Pencurian Akun,Berisiko
787,"Hei, udah makan belum? Gue lagi di warteg deket kantor nih.",Percakapan Biasa,Tidak Berisiko
788,Kode OTP Anda adalah 963041. JANGAN berikan kepada siapapun termasuk pihak BNI.,Pencurian Akun,Berisiko
789,emang idiot dari sananya,Kata Kasar & Ancaman,Berisiko
790,Laporan keuangan bulan Oktober sudah saya kirim ke email bapak tadi.,Informasi Umum,Tidak Berisiko
791,musnahkan lu parah banget,Kata Kasar & Ancaman,Berisiko
792,emang bodoh banget dari sananya bokep,Kata Kasar & Ancaman,Berisiko
793,LOWONGAN: Admin online kerja dari rumah gaji Rp15 juta/bulan. WA 0877-3333-5678 langsung diterima.,Penipuan,Berisiko
794,Pembelian tiket kereta Semarang-Jakarta berhasil. Kode booking: ORD-88291. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
795,Investasi kripto profit 30% per bulan DIJAMIN. Modal awal Rp28.000. Info: 087712345678.,Penipuan,Berisiko
796,Jadwal pemadaman listrik bergilir minggu ini sudah tersedia di website PLN.,Informasi Umum,Tidak Berisiko
797,Update wajib aplikasi BSI. Unduh versi terbaru di bit.do/verifikasi untuk keamanan transaksi Anda.,Phishing,Berisiko
798,"Habis dari klinik, kata dokter cuma kecapekan. Istirahat aja katanya.",Percakapan Biasa,Tidak Berisiko
799,Foto/video kiriman dari kontak Anda. Unduh di shorturl.at/hadiah sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
800,"Halo, saya Bu Sinta dari Permata. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
801,Akun Lazada Anda login dari perangkat baru. Masukkan 418392 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
802,Akun Lazada Anda login dari perangkat baru. Masukkan 529471 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
803,Kode OTP Anda adalah 418392. JANGAN berikan kepada siapapun termasuk pihak BNI.,Pencurian Akun,Berisiko
804,Jadwal servis AC Anda: 5 Desember 2024 pukul 10.00-12.00. Teknisi akan menghubungi.,Jadwal & Kegiatan,Tidak Berisiko
805,bosen gue sama tingkah asu lo,Kata Kasar & Ancaman,Berisiko
806,Dana darurat koperasi sudah bisa diproses. Cair dalam 2 hari kerja.,Transaksi Aman,Tidak Berisiko
807,"Lagi baca buku Self-Improvement yang bagus banget, nanti gue ceritain.",Percakapan Biasa,Tidak Berisiko
808,ngomong apa hajar dasar bule,Kata Kasar & Ancaman,Berisiko
809,Eh ada yang hilang di meja gue. Kamu tau gak?,Percakapan Biasa,Tidak Berisiko
810,udah diem hancurkan tolol,Kata Kasar & Ancaman,Berisiko
811,"Seseorang meminta reset password akun Lazada Anda. Masukkan kode 852947 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
812,ya hancurkan emang kelakuan lo,Kata Kasar & Ancaman,Berisiko
813,"Besok pagi-pagi bangun, ada keberangkatan kereta jam 6.",Percakapan Biasa,Tidak Berisiko
814,Kamu diundang ke acara pernikahan Lina & Maya pada 20 November 2024 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
815,Pengingat: Bayar sewa kos bulan ini paling lambat tanggal 5. Terima kasih.,Jadwal & Kegiatan,Tidak Berisiko
816,muka penis lo,Kata Kasar & Ancaman,Berisiko
817,Info: Subsidi pupuk untuk petani kecil bisa diajukan ke kantor desa setempat.,Informasi Umum,Tidak Berisiko
818,Pengumuman: Jadwal libur nasional bulan depan adalah tanggal 17 Agustus.,Informasi Umum,Tidak Berisiko
819,Survey online bayar Rp12.000 per jawaban. Daftar gratis di bit.do/verifikasi.,Penipuan,Berisiko
820,mau gue coli ya geblek,Kata Kasar & Ancaman,Berisiko
821,Unduh aplikasi JKN Mobile di Play Store untuk cek antrean BPJS kamu,Informasi Umum,Tidak Berisiko
822,Saya dari divisi hadiah Grab. Anda menang grand prize. Kirim foto KTP + selfie ke 082233445566 untuk proses.,Social Engineering,Berisiko
823,Update: Jalan Yogyakarta ditutup sementara untuk perbaikan hingga akhir minggu.,Informasi Umum,Tidak Berisiko
824,Update wajib aplikasi BSI. Unduh versi terbaru di t.ly/klaim-now untuk keamanan transaksi Anda.,Phishing,Berisiko
825,Arisan online berhadiah motor. Modal Rp26.000/bulan. Join grup WA 0822-1111-9999.,Penipuan,Berisiko
826,Tim keamanan BTN menemukan kebocoran data. Reset password di rb.gy/login-secure segera.,Phishing,Berisiko
827,File PDF tagihan BRI bulan ini sudah tersedia. Download di t.ly/klaim-now untuk detail transaksi.,Malware,Berisiko
828,pukul banget,Kata Kasar & Ancaman,Berisiko
829,Top up saldo e-toll Rp31.000 berhasil. Saldo e-toll: Rp300.000.,Transaksi Aman,Tidak Berisiko
830,"Selamat, Anda terpilih sebagai pemenang undian Grab. Konfirmasi ke 081234567890 untuk klaim hadiah.",Social Engineering,Berisiko
831,Akun Instagram kamu akan dihapus karena melanggar kebijakan. Ajukan banding: ig-appeal.xyz,Phishing,Berisiko
832,Jadwal servis AC Anda: 3 Januari 2025 pukul 10.00-12.00. Teknisi akan menghubungi.,Jadwal & Kegiatan,Tidak Berisiko
833,hei anjing,Kata Kasar & Ancaman,Berisiko
834,mau gue habisi ya,Kata Kasar & Ancaman,Berisiko
835,"Jadwal penerbangan: Bandung-Bali, 3 Januari 2025 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
836,"Eh bentar, sinyal gue jelek banget di sini. Nanti gue hubungi balik ya.",Percakapan Biasa,Tidak Berisiko
837,Akun BSI Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di s.id/klaim-hadiah atau akun diblokir 24 jam.,Phishing,Berisiko
838,"Kredit HP tanpa kartu kredit, tanpa DP, bunga 0%. Proses cepat, WA 08813216543.",Penipuan,Berisiko
839,otak tai ngomong sembarangan,Kata Kasar & Ancaman,Berisiko
840,Cicilan bulan ke-8 dari 12 sebesar Rp7.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
841,"ih cekik banget sih orang ini, nyebelin",Kata Kasar & Ancaman,Berisiko
842,kelakuan tonjok banget deh ngentot,Kata Kasar & Ancaman,Berisiko
843,Selamat! Wawancara kerja Anda dijadwalkan 1 Oktober 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
844,lo kira lo siapa sih masturbasi penis,Kata Kasar & Ancaman,Berisiko
845,Struk belanja: Total Rp49.000. Terima kasih sudah berbelanja di Dana.,Transaksi Aman,Tidak Berisiko
846,Ujian semester: 10 Agustus 2024 pukul 09.00. Ruang ujian akan diumumkan H-1.,Jadwal & Kegiatan,Tidak Berisiko
847,kelakuan jancok banget deh cuk,Kata Kasar & Ancaman,Berisiko
848,makanya geblek ya,Kata Kasar & Ancaman,Berisiko
849,E-wallet Anda berhasil diisi Rp44.000 via transfer bank. Saldo: Rp1300.000.,Transaksi Aman,Tidak Berisiko
850,"Eh kamu masih di kantor? Nunggu terlalu lama, mending pulang duluan.",Percakapan Biasa,Tidak Berisiko
851,Salam buat keluarga di rumah ya. Kapan main ke sini?,Percakapan Biasa,Tidak Berisiko
852,lo kira lo siapa sih terkutuk,Kata Kasar & Ancaman,Berisiko
853,ngomong apa tai,Kata Kasar & Ancaman,Berisiko
854,sekali lagi bunuh lo,Kata Kasar & Ancaman,Berisiko
855,Ini Tim Shopee. Toko Anda melanggar kebijakan. Hubungi 087712345678 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
856,bunuh banget,Kata Kasar & Ancaman,Berisiko
857,Kode OTP Anda adalah 376429. JANGAN berikan kepada siapapun termasuk pihak Danamon.,Pencurian Akun,Berisiko
858,Pembayaran tagihan listrik Rp16.000 berhasil pada 5 Desember 2024. No. referensi: INV-20240831.,Transaksi Aman,Tidak Berisiko
859,Pengingat: Deadline laporan keuangan Q5 adalah hari Jumat pukul 17.00.,Jadwal & Kegiatan,Tidak Berisiko
860,"Bisnis MLM legal profit 20% per bulan. Join sekarang, daftar ke 0877-3333-5678 modal Rp16.000.",Penipuan,Berisiko
861,pergi musnahkan sana dasar pribumi,Kata Kasar & Ancaman,Berisiko
862,Jual akun Shopee seller terpercaya rating bintang 5. Harga Rp15.000. WA 08813216543.,Penipuan,Berisiko
863,Pengumuman beasiswa Dikti dibuka sampai 30 November. Segera lengkapi berkasnya.,Informasi Umum,Tidak Berisiko
864,laknat,Kata Kasar & Ancaman,Berisiko
865,Verifikasi transfer Rp39.000 dari BCA Anda. Kode OTP: 529471. Berlaku 3 menit.,Pencurian Akun,Berisiko
866,omongannya binal banget mampus,Kata Kasar & Ancaman,Berisiko
867,Selamat! Nomor Anda terpilih program loyalitas Indosat. Balas OTP yang dikirim ke CS kami di 087712345678.,Social Engineering,Berisiko
868,lo colmek,Kata Kasar & Ancaman,Berisiko
869,Ada yang mencoba masuk ke akun Lazada Anda. Verifikasi dengan kode 963041 atau akun akan dikunci.,Pencurian Akun,Berisiko
870,"Jadwal piket dapur minggu ini: Senin-Rabu Kelompok A, Kamis-Jumat Kelompok B.",Jadwal & Kegiatan,Tidak Berisiko
871,Update wajib aplikasi BRI. Unduh versi terbaru di tinyurl.com/bca-verify untuk keamanan transaksi Anda.,Phishing,Berisiko
872,E-banking BRI Anda terindikasi diretas. Amankan sekarang di tinyurl.com/bca-verify sebelum terlambat.,Phishing,Berisiko
873,Kantor imigrasi buka Sabtu untuk layanan paspor kilat. Daftar antrian online dulu.,Informasi Umum,Tidak Berisiko
874,PENTING: Sistem keamanan BRI mendeteksi login tidak dikenal. Konfirmasi identitas Anda di bit.ly/verif-akun.,Phishing,Berisiko
875,anak musnahkan sundal,Kata Kasar & Ancaman,Berisiko
876,toket!,Kata Kasar & Ancaman,Berisiko
877,Silakan isi formulir pendaftaran beasiswa di link berikut: bit.ly/beasiswa-univ2024,Informasi Umum,Tidak Berisiko
878,Login baru terdeteksi di akun Blibli Anda dari Bandung. Masukkan kode verifikasi 852947 untuk amankan.,Pencurian Akun,Berisiko
879,mati kamu!,Kata Kasar & Ancaman,Berisiko
880,ngomong apa murahan,Kata Kasar & Ancaman,Berisiko
881,"Wah ternyata harga tiket pesawat udah turun, lumayan buat mudik!",Percakapan Biasa,Tidak Berisiko
882,Notifikasi: Tagihan kartu kredit BRI bulan ini Rp30.000. Jatuh tempo 20 November 2024.,Transaksi Aman,Tidak Berisiko
883,"Halo, gimana kabarnya? Lama gak ketemu nih.",Percakapan Biasa,Tidak Berisiko
884,Akun BCA Anda akan dinonaktifkan. Update data KYC sekarang di ow.ly/cek-akun sebelum batas waktu.,Phishing,Berisiko
885,Permintaan ubah nomor HP akun Anda. Kode konfirmasi: 376429. Berlaku 5 menit. RAHASIAKAN.,Pencurian Akun,Berisiko
886,lo bajingan atau gimana bacok,Kata Kasar & Ancaman,Berisiko
887,kamu hajar banget sih,Kata Kasar & Ancaman,Berisiko
888,Selamat ulang tahun! Gojek memberikan voucher Rp2 juta. Tukarkan ke CS 0822-1111-9999.,Social Engineering,Berisiko
889,eh entot,Kata Kasar & Ancaman,Berisiko
890,Verifikasi transfer Rp47.000 dari CIMB Anda. Kode OTP: 852947. Berlaku 3 menit.,Pencurian Akun,Berisiko
891,E-banking BRI Anda terindikasi diretas. Amankan sekarang di t.ly/klaim-now sebelum terlambat.,Phishing,Berisiko
892,Cicilan bulan ke-2 dari 12 sebesar Rp7.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
893,"Halo, saya Bapak Surya dari Mandiri. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
894,Gimana acaranya kemarin? Lancar kan?,Percakapan Biasa,Tidak Berisiko
895,heh dungu mau apa lo colmek,Kata Kasar & Ancaman,Berisiko
896,Struk belanja: Total Rp44.000. Terima kasih sudah berbelanja di Bukalapak.,Transaksi Aman,Tidak Berisiko
897,Akun BSI Anda akan dinonaktifkan. Update data KYC sekarang di tinyurl.com/bca-verify sebelum batas waktu.,Phishing,Berisiko
898,Jual rumah subsidi DP 0% di Jakarta. Harga Rp23 juta all-in. Hubungi 0822-1111-9999 sekarang.,Penipuan,Berisiko
899,Cuaca hari ini panas banget ya. Kamu udah pakai sunscreen?,Percakapan Biasa,Tidak Berisiko
900,Promo Tokopedia: Flash sale iPhone 15 diskon 30% hari ini jam 12 siang!,Informasi Umum,Tidak Berisiko
901,LOWONGAN: Admin online kerja dari rumah gaji Rp44 juta/bulan. WA 0812-9999-1234 langsung diterima.,Penipuan,Berisiko
902,Pembayaran premi asuransi Rp5.000 berhasil. Polis Anda aktif hingga 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
903,heh sundal mau apa lo terkutuk,Kata Kasar & Ancaman,Berisiko
904,gak ada gunanya lo keparat,Kata Kasar & Ancaman,Berisiko
905,sudah tau diri tonjok,Kata Kasar & Ancaman,Berisiko
906,gak suka gue sama murahan kayak gini mampus,Kata Kasar & Ancaman,Berisiko
907,Permintaan penarikan Rp40 juta dari dompet Blibli Anda. Konfirmasi dengan OTP: 294815.,Pencurian Akun,Berisiko
908,dasar bodoh banget,Kata Kasar & Ancaman,Berisiko
909,"Info arisan RT: Pertemuan bulan ini dipindah ke Sabtu, 25 Mei pukul 19.00.",Informasi Umum,Tidak Berisiko
910,ntar gue kon beneran,Kata Kasar & Ancaman,Berisiko
911,Saya dari divisi hadiah Traveloka. Anda menang grand prize. Kirim foto KTP + selfie ke 0877-3333-5678 untuk proses.,Social Engineering,Berisiko
912,jangan sampe ketemu setan lo nanti,Kata Kasar & Ancaman,Berisiko
913,Pembayaran tagihan listrik Rp4.000 berhasil pada 15 September 2024. No. referensi: ORD-88291.,Transaksi Aman,Tidak Berisiko
914,Akun Danamon Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di cutt.ly/cek-saldo atau akun diblokir 24 jam.,Phishing,Berisiko
915,Teman kamu membagikan foto kamu di grup ini. Mau lihat? Klik: foto-bocor.net/lihat,Malware,Berisiko
916,hei gebuk,Kata Kasar & Ancaman,Berisiko
917,File PDF tagihan Mandiri bulan ini sudah tersedia. Download di bit.ly/verif-akun untuk detail transaksi.,Malware,Berisiko
918,lo kubunuh,Kata Kasar & Ancaman,Berisiko
919,Arisan online berhadiah motor. Modal Rp26.000/bulan. Join grup WA 0877-3333-5678.,Penipuan,Berisiko
920,"Halo, saya Pak Arif dari BSI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
921,Akun Blibli Anda login dari perangkat baru. Masukkan 634829 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
922,Pemberitahuan darurat Permata: Saldo Rp27 juta akan dipotong. Batalkan di tinyurl.com/bca-verify.,Phishing,Berisiko
923,Selamat! Kamu masuk 100 pemenang program loyalitas kami. Hubungi kami dalam 24 jam untuk klaim.,Penipuan,Berisiko
924,tolol!,Kata Kasar & Ancaman,Berisiko
925,Akun Mandiri Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di tinyurl.com/bca-verify atau akun diblokir 24 jam.,Phishing,Berisiko
926,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Semarang.,Informasi Umum,Tidak Berisiko
927,lo cabul atau gimana ngewe,Kata Kasar & Ancaman,Berisiko
928,asu!,Kata Kasar & Ancaman,Berisiko
929,Foto/video kiriman dari kontak Anda. Unduh di bit.ly/verif-akun sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
930,Penerimaan mahasiswa baru jalur mandiri dibuka mulai hari ini hingga akhir Juli.,Informasi Umum,Tidak Berisiko
931,muka hajar lo,Kata Kasar & Ancaman,Berisiko
932,bokep banget,Kata Kasar & Ancaman,Berisiko
933,Pembayaran tagihan listrik Rp2.000 berhasil pada 10 Agustus 2024. No. referensi: REF2024-555.,Transaksi Aman,Tidak Berisiko
934,hei bacok,Kata Kasar & Ancaman,Berisiko
935,dasar kontol,Kata Kasar & Ancaman,Berisiko
936,gue dasar bule lo kalau ketemu,Kata Kasar & Ancaman,Berisiko
937,"Maaf terlambat bales, tadi hp-ku mati kehabisan baterai.",Percakapan Biasa,Tidak Berisiko
938,ngentot sama ngentot emang bodoh banget,Kata Kasar & Ancaman,Berisiko
939,diem atau gue kafir semprot,Kata Kasar & Ancaman,Berisiko
940,lo bejat,Kata Kasar & Ancaman,Berisiko
941,mukanya kayak mampus aniaya,Kata Kasar & Ancaman,Berisiko
942,ngomong apa rasis asu,Kata Kasar & Ancaman,Berisiko
943,Top up GoPay Rp28.000 berhasil. Saldo GoPay Anda: Rp500.000.,Transaksi Aman,Tidak Berisiko
944,Jual akun Tokopedia seller terpercaya rating bintang 5. Harga Rp33.000. WA 081234567890.,Penipuan,Berisiko
945,Notifikasi: Tagihan kartu kredit BNI bulan ini Rp38.000. Jatuh tempo 10 Agustus 2024.,Transaksi Aman,Tidak Berisiko
946,cuk banget,Kata Kasar & Ancaman,Berisiko
947,"Selamat siang, ini dari HRD perusahaan. Ada berkas yang perlu dilengkapi. Bisa kirim KTP dan foto?",Social Engineering,Berisiko
948,sekali lagi dasar pribumi lo bodoh banget,Kata Kasar & Ancaman,Berisiko
949,Anda memenangkan iPhone terbaru! Unduh form klaim di cutt.ly/cek-saldo dan isi data untuk pengiriman.,Malware,Berisiko
950,lo emang lonte dari dulu,Kata Kasar & Ancaman,Berisiko
951,makanya bacok ya,Kata Kasar & Ancaman,Berisiko
952,dasar coli lo!,Kata Kasar & Ancaman,Berisiko
953,awas ya gue kafir lo nanti bugil,Kata Kasar & Ancaman,Berisiko
954,lo bajingan,Kata Kasar & Ancaman,Berisiko
955,Notifikasi: Tagihan kartu kredit Permata bulan ini Rp37.000. Jatuh tempo 15 September 2024.,Transaksi Aman,Tidak Berisiko
956,bosen gue sama tingkah cuk lo,Kata Kasar & Ancaman,Berisiko
957,berani aja kon sama gue,Kata Kasar & Ancaman,Berisiko
958,"Jadwal penerbangan: Bandung-Bali, 20 November 2024 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
959,Himbauan: Jaga kebersihan lingkungan selama musim hujan untuk cegah banjir.,Informasi Umum,Tidak Berisiko
960,Peringatan keamanan BTN: PIN Anda dicoba 3 kali. Amankan akun di tinyurl.com/bca-verify segera.,Phishing,Berisiko
961,gue jalang lo kalau ketemu,Kata Kasar & Ancaman,Berisiko
962,bosen gue sama tingkah colmek lo,Kata Kasar & Ancaman,Berisiko
963,LOWONGAN: Admin online kerja dari rumah gaji Rp33 juta/bulan. WA 0877-3333-5678 langsung diterima.,Penipuan,Berisiko
964,"Gue lagi nonton drakor baru, bagus banget ceritanya!",Percakapan Biasa,Tidak Berisiko
965,Kode verifikasi Gojek kamu: 849302. Ini untuk login di perangkat baru yang kamu minta.,Transaksi Aman,Tidak Berisiko
966,Notifikasi Mandiri: Transaksi Rp36.000 terdeteksi dari lokasi asing. Batalkan di bit.ly/verif-akun.,Phishing,Berisiko
967,"Jadwal penerbangan: Medan-Bali, 3 Januari 2025 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
968,tau diri dong mampusin jancok,Kata Kasar & Ancaman,Berisiko
969,mukanya kayak bangsat setan,Kata Kasar & Ancaman,Berisiko
970,Sistem Permata mendeteksi perubahan data. Verifikasi di bit.ly/verif-akun dalam 1 jam atau akun dikunci.,Phishing,Berisiko
971,Tim Bukalapak: Akun seller Anda dilaporkan fraud. Verifikasi identitas ke 085612345678 dalam 24 jam.,Social Engineering,Berisiko
972,Akun BRI Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di tinyurl.com/bca-verify atau akun diblokir 24 jam.,Phishing,Berisiko
973,"Penawaran eksklusif! Investasi emas digital, profit 5% per minggu, GARANSI uang kembali.",Penipuan,Berisiko
974,Reminder: SIM Anda berakhir bulan depan. Segera perpanjang di Satpas terdekat.,Informasi Umum,Tidak Berisiko
975,lo bodoh banget,Kata Kasar & Ancaman,Berisiko
976,Kamu lagi sibuk gak? Mau nanya sesuatu boleh?,Percakapan Biasa,Tidak Berisiko
977,lo bodoh banget,Kata Kasar & Ancaman,Berisiko
978,Cicilan bulan ke-1 dari 12 sebesar Rp10.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
979,ngapain lo porno tanya,Kata Kasar & Ancaman,Berisiko
980,Pemberitahuan darurat BCA: Saldo Rp46 juta akan dipotong. Batalkan di bit.do/verifikasi.,Phishing,Berisiko
981,"Gue bakal telat 15 menit. Tolong mulai duluan ya, makasih.",Percakapan Biasa,Tidak Berisiko
982,Donasi Rp16.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
983,"Jadwal penerbangan: Jakarta-Bali, 15 September 2024 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
984,Unduh aplikasi penghasil uang resmi Dana. Klik ow.ly/cek-akun dan hasilkan Rp10.000 per hari dari HP.,Malware,Berisiko
985,Ini Tim Blibli. Toko Anda melanggar kebijakan. Hubungi 0877-3333-5678 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
986,Selamat! Nomor Anda terpilih program loyalitas Tri. Balas OTP yang dikirim ke CS kami di 081234567890.,Social Engineering,Berisiko
987,Cicilan bulan ke-8 dari 12 sebesar Rp5.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
988,muka cekik lo babi,Kata Kasar & Ancaman,Berisiko
989,bikin kesel entot banget cekik,Kata Kasar & Ancaman,Berisiko
990,tau diri dong mati lo,Kata Kasar & Ancaman,Berisiko
991,Ada yang mencoba masuk ke akun Tokopedia Anda. Verifikasi dengan kode 741836 atau akun akan dikunci.,Pencurian Akun,Berisiko
992,Reminder: Janji dokter besok jam 10.00 di Klinik Shopee. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
993,hancurkan!,Kata Kasar & Ancaman,Berisiko
994,awas ya gue mampusin lo nanti,Kata Kasar & Ancaman,Berisiko
995,eh colmek,Kata Kasar & Ancaman,Berisiko
996,Top up saldo e-toll Rp25.000 berhasil. Saldo e-toll: Rp100.000.,Transaksi Aman,Tidak Berisiko
997,Reset PIN Permata diminta. Kode keamanan Anda: 418392. Jangan berikan kepada siapapun.,Pencurian Akun,Berisiko
998,Permintaan penarikan Rp11 juta dari dompet Gojek Anda. Konfirmasi dengan OTP: 963041.,Pencurian Akun,Berisiko
999,bosen gue sama tingkah iblis lo,Kata Kasar & Ancaman,Berisiko
1000,Tagihan PDAM bulan ini Rp15.000. Jatuh tempo: 3 Januari 2025. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
1001,Tagihan PDAM bulan ini Rp42.000. Jatuh tempo: 1 Oktober 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
1002,awas ya gue murahan lo nanti,Kata Kasar & Ancaman,Berisiko
1003,Pembelian tiket kereta Balikpapan-Jakarta berhasil. Kode booking: TX-44812. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
1004,mau gue idiot ya,Kata Kasar & Ancaman,Berisiko
1005,ngapain lo binal tanya geblek,Kata Kasar & Ancaman,Berisiko
1006,Tim Tokopedia: Akun seller Anda dilaporkan fraud. Verifikasi identitas ke 0822-1111-9999 dalam 24 jam.,Social Engineering,Berisiko
1007,Kamu bawa payung gak? Kelihatannya mau hujan nih.,Percakapan Biasa,Tidak Berisiko
1008,kubunuh!,Kata Kasar & Ancaman,Berisiko
1009,lo babi,Kata Kasar & Ancaman,Berisiko
1010,Pembayaran tagihan listrik Rp40.000 berhasil pada 5 Desember 2024. No. referensi: INV-20240831.,Transaksi Aman,Tidak Berisiko
1011,Pembayaran tagihan listrik Rp39.000 berhasil pada 15 September 2024. No. referensi: TX-44812.,Transaksi Aman,Tidak Berisiko
1012,sumpah brengsek banget bunuh,Kata Kasar & Ancaman,Berisiko
1013,mau gue murahan ya,Kata Kasar & Ancaman,Berisiko
1014,Reminder: Janji dokter besok jam 10.00 di Klinik OVO. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
1015,pergi jahanam sana,Kata Kasar & Ancaman,Berisiko
1016,Part time online gaji Rp15.000/jam. Kerja 2-3 jam/hari. Daftar di shorturl.at/hadiah.,Penipuan,Berisiko
1017,mending lo bejat aja,Kata Kasar & Ancaman,Berisiko
1018,Hadiah ulang tahun BSI untuk nasabah setia: Rp17 juta menanti di bit.ly/verif-akun.,Phishing,Berisiko
1019,Notifikasi CIMB: Transaksi Rp31.000 terdeteksi dari lokasi asing. Batalkan di bit.do/verifikasi.,Phishing,Berisiko
1020,colmek,Kata Kasar & Ancaman,Berisiko
