id,pesan,kategori,label
24340,"Ganti darah saya yang dihisap nyamuk dari jam 8 malam sampai jam 5 pagi, gara- gara saya nggak bisa pake Hit Elektrik saat tidur semalam.",Jadwal & Kegiatan,Tidak Berisiko
24341,mundur saja pak sudah lama menjabat😭😭😭,Percakapan Biasa,Tidak Berisiko
24342,"Saya baru nyadar sekarang ternyata listrik PLN di Sumatra semuanya SATU ALIRAN rupanya, terus PLTA di tempat saya buat apa ya kira"" 🤔🫪",Informasi Umum,Tidak Berisiko
24343,PLN kalbar buruk sekali,Informasi Umum,Tidak Berisiko
24344,jgan hanya maaf kasih diskon pln,Informasi Umum,Tidak Berisiko
24345,dan akibat ini semua @PLN merugi 100 triliun rupiah,Informasi Umum,Tidak Berisiko
24346,tolong kasi kompensasi ke pelanggan yg rugi😁,Percakapan Biasa,Tidak Berisiko
24347,"Saya sudah minta maaf kalian maafkan lah ,besok kalo ada salah saya minta maaf lagi",Jadwal & Kegiatan,Tidak Berisiko
24348,"seharusnya kalau begini pembangkit kecil tetap di aktifkan. walaupun hanya untuk backup area"" sekitar. contohnya di riau ada 5 pembangkit jaringan 20KV yang di tutup. agar 275 KV jalan. support pembangkit Sumatera dengan kapasitas besar tidak disemua provinsi ada.",Percakapan Biasa,Tidak Berisiko
24349,kenapa di belakang bapak itu ngantuk pak.,Percakapan Biasa,Tidak Berisiko
24350,"singkat saja,harusnya ada konpensasi dong",Percakapan Biasa,Tidak Berisiko
24351,mundur dari jabatan,Percakapan Biasa,Tidak Berisiko
24352,"cuma minta maaf,,kerugian kami gimana",Percakapan Biasa,Tidak Berisiko
24353,"Enak aja maaf da rugi smlm.. hrs ganti rugi , kmi byr bkn gratis.. hampir 6 jam mati.. toko tutup rugi total.. hrs ganti rugi gak ada ckp minta maaf",Percakapan Biasa,Tidak Berisiko
24354,"Barang elektronik masyarakat rusak apa bisa hanya disebut maaf lalu bisa kembali normal kembali pak...? jika kami telat satu hari saja bayar listrik maka pihak PLN langsung cabut meteran,. kami minta pihak PLN wajib bertanggung jawab soal Listrik padam diberikan diskon 100% untuk kami di Riau.. terimakasih",Transaksi Aman,Tidak Berisiko
24355,mundur aja. 😳,Percakapan Biasa,Tidak Berisiko
24356,subsidi dong dari PLN,Informasi Umum,Tidak Berisiko
24357,iya pak 12 jam ni mati nya😭,Percakapan Biasa,Tidak Berisiko
24358,Aman Weh pak KLO cuman 1 malam,Percakapan Biasa,Tidak Berisiko
24359,Trik lama masih juga di pakai,Percakapan Biasa,Tidak Berisiko
24360,kasi kompensasinlaa bos,Percakapan Biasa,Tidak Berisiko
24361,kami gabutuh maaf! kami butuhnya kepastian dan kompensasi!,Percakapan Biasa,Tidak Berisiko
24362,kalau di negara lain sih akan ngundurkan diri 🤣,Percakapan Biasa,Tidak Berisiko
24363,jgn2 nntik tau2nya berkurang pulsa token nya,Percakapan Biasa,Tidak Berisiko
24364,maaff? pakk kami aja bayar listrik nunggak kena dendaa pakk!,Transaksi Aman,Tidak Berisiko
24365,kalau telat bayar di denda tapi kalau pln nya yg salah ngak ada kompensasi,Transaksi Aman,Tidak Berisiko
24366,"salah minta ma,af,,!!giliran konsumen telat main angkut meteran,,!!",Informasi Umum,Tidak Berisiko
24367,padahal aku baru semalam bayar listrik,Transaksi Aman,Tidak Berisiko
24368,"sekarang itu,ga perlu lapor,penanganan lambat,lebih baik di viralkan, langsung klarifikasi",Percakapan Biasa,Tidak Berisiko
24369,Padamnya listrik di medan waktu kami lagi sholat maghrib,Informasi Umum,Tidak Berisiko
24370,kasih lah kompensasi gratis listirk,Percakapan Biasa,Tidak Berisiko
24371,mau bangkrut,Percakapan Biasa,Tidak Berisiko
24372,Gangguan kok serentak ya,Percakapan Biasa,Tidak Berisiko
24373,Enak bgt lu cuma minta maaf doang..,Percakapan Biasa,Tidak Berisiko
24374,cairrrrr lh pokoknya,Percakapan Biasa,Tidak Berisiko
24375,telat wes kadong emosiiiii,Percakapan Biasa,Tidak Berisiko
24376,"enak banget y cuma minta maaf ,,,klo kami telat bayar gak bisa minta maaf ,,langsung main putus2 aja",Transaksi Aman,Tidak Berisiko
24377,"seharusnya pemerintah khususnya pln harus profesional donk, harusnya pln memberi konpensasi karna ini pure kelalaian mereka kepada masyarakat sebagai konsumen...",Informasi Umum,Tidak Berisiko
24378,masyarakat GK Percaya lagi Sama Yg Namanya BUMN,Percakapan Biasa,Tidak Berisiko
24379,Lampung juga kenak,Percakapan Biasa,Tidak Berisiko
24380,@PLN tanggung jawab lah cukkkkk aku jualan semalam dalam gelap,Informasi Umum,Tidak Berisiko
24381,"beli kopi dulu pak,baru dimaafkan.😁",Percakapan Biasa,Tidak Berisiko
24382,baru juga idup tadi,Percakapan Biasa,Tidak Berisiko
24383,"anakku lgi sakit🙏
smlm mati lampuuu auto nangis terus smpe 12.30🥲",Percakapan Biasa,Tidak Berisiko
24384,"Tanjung Enim, kab. Muara Enim hampir tiap hari mati listrik loh",Kata Kasar & Ancaman,Berisiko
24385,engk apa pak...aman..tu,Percakapan Biasa,Tidak Berisiko
24386,"cuma minta maaf,, dpat cuan bnyk",Percakapan Biasa,Tidak Berisiko
24387,talat bayar aja GK ada kata maf,Transaksi Aman,Tidak Berisiko
24388,pecat semua,Percakapan Biasa,Tidak Berisiko
24389,hmmmmmm,Percakapan Biasa,Tidak Berisiko
24390,solusi nya yg di papar kan bukan mslh nya,Percakapan Biasa,Tidak Berisiko
24391,woy mati lagi lampu ni !!!,Percakapan Biasa,Tidak Berisiko
24392,minta maaf doang tanpa memberi kompensasi sama masyarakat mana adil kalo cuman minta maaf aja,Percakapan Biasa,Tidak Berisiko
24393,"kompensasi nyot, enak aja maaf maaf",Percakapan Biasa,Tidak Berisiko
24394,"maaf pak minta maaf saja tidak cukup, minimal voucher token 400k pak🙏🏻",Percakapan Biasa,Tidak Berisiko
24395,sampai hari ini belum hidup,Percakapan Biasa,Tidak Berisiko
24396,"kompensasi nya gmn pln? dulu aja blackout 2024 berhari2 aja tdk ada kompensasi, kita telat bayar sehari aja udah di datengin petugas",Transaksi Aman,Tidak Berisiko
24397,yg disamping panik takut bapaknya salah ngomong,Percakapan Biasa,Tidak Berisiko
24398,dari tgl 22 jam 18:44 sampai sekarang tgl 23 09:48 masih tetap gelap nih.,Jadwal & Kegiatan,Tidak Berisiko
24399,"BAYAR TELAT DI DENDA, SEKARANG KOMPENSASI NYA APA🙄",Transaksi Aman,Tidak Berisiko
24400,bertele tele 🤪,Percakapan Biasa,Tidak Berisiko
24401,sikngkat saja berapa ton miyak yg Kelen jual bro,Percakapan Biasa,Tidak Berisiko
24402,sudah dua kali sumatra blackout.tahun 2023 sekali.heran nya pln masih berkata mau berbenah.dan kata pamungkas nya MINTA MAAP,Informasi Umum,Tidak Berisiko
24403,semua sudah tahu..atur saja...😂😂😂,Percakapan Biasa,Tidak Berisiko
24404,karena ufo lewat mungkin pak,Percakapan Biasa,Tidak Berisiko
24405,"kalau tak sanggup mengurus kami yg ada disumtra,lepaskan saja kami😳",Percakapan Biasa,Tidak Berisiko
24406,"🙏 kami di kab.kepulauan sangihe,Talaud dan Sitaro sering padam lampu (mati lampu) sampai saat ini",Percakapan Biasa,Tidak Berisiko
24407,Sumsel dak kau sebut yo mang 🗿 kami jugo keno ini dari jam 18.40an baru idop jam 02.20 dini hari 🔥,Jadwal & Kegiatan,Tidak Berisiko
24408,alah pak tadi lagi main epep udah kenok 3 malah mati lampu,Percakapan Biasa,Tidak Berisiko
24409,Audit jajaran nya coba,Percakapan Biasa,Tidak Berisiko
24410,sebatang lilin harga 20rb😭😭,Percakapan Biasa,Tidak Berisiko
24411,"GA DI MAAFIN🙄, PERUSAHAAN MONOPOLI TAPI KEKGINI PENANGANAN NYA🙄",Percakapan Biasa,Tidak Berisiko
24412,"gak cukup maap pak, waktu warga telat 2 hari lansung di segel meteran nya",Informasi Umum,Tidak Berisiko
24413,apa kopensasi dari PLN buat masyarakt yg terdampak,Informasi Umum,Tidak Berisiko
24414,dari jam 7 sampe jam 1 mlm😩😩😩,Jadwal & Kegiatan,Tidak Berisiko
24415,"coba perhatikan rumah sakit , apakah rumah sakit sanggup di bebankan kepada genset yang melebihi batas waktu yang lama ?
kebetulan saya lagi di rumah sakit menggunakan listrik genset , padam listrik PLN sudah melewati 12 jam lebih dari awal pemadaman",Informasi Umum,Tidak Berisiko
24416,"uda 15 jam gak iduppp ini pakkkkkkk, tolonggggg",Percakapan Biasa,Tidak Berisiko
24417,listrik mahal pelayanan buruk,Informasi Umum,Tidak Berisiko
24418,"Sumsel gak disebut pak
penyulang mana gangguan pak",Percakapan Biasa,Tidak Berisiko
24419,enak aja minta maaf....,Percakapan Biasa,Tidak Berisiko
24420,Mengundur kan diri aja kami masyarakat tersiksa sekali atas kejadian ini,Percakapan Biasa,Tidak Berisiko
24421,sumatera selatan jg terdampak..meski tdk di sebutkn.,Percakapan Biasa,Tidak Berisiko
24422,tapi gw heran knapa blackout kog sumatera terus ya ....ingat pak bos PLN rakyat muak dgn minta maaf ...biasanya klau BPK satria BPK mundur pk ...di ganti,Informasi Umum,Tidak Berisiko
24423,mau berak aja ga ada air😭😭 ga ada pemberitahuan dulu nih PLN anj,Informasi Umum,Tidak Berisiko
24424,kohol,Percakapan Biasa,Tidak Berisiko
24425,apa dispensasi ny PLN. jgn pas pelanggan telat aj kalian kasi denda plus pemutusan listrik!,Informasi Umum,Tidak Berisiko
24426,[Stiker] @~Y🤍,Percakapan Biasa,Tidak Berisiko
24427,"org listrik pasti paham..
trimakasih atas kerja sama wahai para pekerja yg memperbaiki semalam👏👏",Informasi Umum,Tidak Berisiko
24428,berapa ton barangnya ketua,Percakapan Biasa,Tidak Berisiko
24429,rekening listrik melonjakkk,Informasi Umum,Tidak Berisiko
24430,"lebaran ke 2 kah 😲, maaf lahir dan batin ya pak🙏",Percakapan Biasa,Tidak Berisiko
24431,6 jammm cokkkk baru hiduppppp,Percakapan Biasa,Tidak Berisiko
24432,"maaf aja mna cukup
kasih sanksi boss",Percakapan Biasa,Tidak Berisiko
24433,jgn hy minta maaflah,Percakapan Biasa,Tidak Berisiko
24434,"tak perlu kami maafmu
yang perlu kami tanggung jawabmu dan ganti rugimu",Percakapan Biasa,Tidak Berisiko
24435,"takut nya tiba"" pas hidup tarif naik😁",Percakapan Biasa,Tidak Berisiko
24436,kenapa sih teknisi pln suka benget putusin kabel kabel kami dari iQun plus padahal pahdal sama sama dari PLN kami sebagai teknisi iQun plus kecewa sama kinerja teknisi pln dilapangan yang sebenak jidat putusin kabel kabel kami tiap hari pengaduan pas dilihat dilapangan keciduk mereka benerin kabel Mereka kabel kami jadi korban apa gak paham kerja atau apa ya,Informasi Umum,Tidak Berisiko
24437,Kami Masyarakat juga akan Minta maaf ke PLN jk nanti Telat Bayar,Transaksi Aman,Tidak Berisiko
24438,dicopot dong 😳,Percakapan Biasa,Tidak Berisiko
24439,ganti aja dirutnya dan direksinya ngagag ngerti listrik,Informasi Umum,Tidak Berisiko
24440,sdh berapa T keuntungan klian pak,Percakapan Biasa,Tidak Berisiko
24441,Sumatra Selatan juga mati tadi malam sudah magrib,Percakapan Biasa,Tidak Berisiko
24442,"mantap 👍
mati lampu nya 12jam",Percakapan Biasa,Tidak Berisiko
24443,Tau gak pak kami yang punya bayi😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,Percakapan Biasa,Tidak Berisiko
24444,"bapak ini gentle, salah/trouble beliau berbesar hati minta maaf..
dengan artikulasi yang sangat jelas..👍👍",Percakapan Biasa,Tidak Berisiko
24445,Besitang belom hidup sampe skrg,Percakapan Biasa,Tidak Berisiko
24446,mundur Pak.,Percakapan Biasa,Tidak Berisiko
24447,"Hehehehe di maafin ga ya 😂😂😂👍
trus sekali² nunggak gppkn pak?,boleh
donk di maafin 😁👍",Percakapan Biasa,Tidak Berisiko
24448,"PLN kalau rusak cukup mintak maaf
kalau kita pelanggan lupa bayar ngak ada kata maaf dari PLN
beginilah nasib kita",Transaksi Aman,Tidak Berisiko
24449,ganti rugi lah.. sbg kompensasi,Percakapan Biasa,Tidak Berisiko
24450,butuh 500juta menggugat ke MK.,Percakapan Biasa,Tidak Berisiko
24451,rekorrr,Percakapan Biasa,Tidak Berisiko
24452,pak t4 ku masik mati lampu,Percakapan Biasa,Tidak Berisiko
24453,jualan Eskrim ku mencair pak De😏,Percakapan Biasa,Tidak Berisiko
24454,tiada maaf bagi mu..,Percakapan Biasa,Tidak Berisiko
24455,"maaf doang ,,apakah kalo kami nunggak bayarnya pake maaf mau",Percakapan Biasa,Tidak Berisiko
24456,"ampek sekarang blm hidup lampu kami pak, ini gmna konsepnya pak, gt abis token kami lampu mati, nah sekarang token kami masi byk listrik mati, gmn konsep nya pak?",Informasi Umum,Tidak Berisiko
24457,ramalan sdah terbukti ..kalau terjadi blackout,Informasi Umum,Tidak Berisiko
24458,kalo gak dimaafkan kira2 tagihan listrik dpt diskon nggak yaa.. hmm,Transaksi Aman,Tidak Berisiko
24459,sayangnya kami sudah tidak percaya dengan kalian para penguasa,Percakapan Biasa,Tidak Berisiko
24460,tunggu realisasi pemasangan meteran baru 164kva dari januari sampe skrg. alasan antri trafo. klasik banget. ada alasan lain gk?,Informasi Umum,Tidak Berisiko
24461,pejabat bikin kesalahan hanya minta maaf .rakyat punya kesalahan diproses ..negara apa ini,Percakapan Biasa,Tidak Berisiko
24462,cek semua lah pak..lcd meteran mu di lapangan..asli atau aspal,Informasi Umum,Tidak Berisiko
24463,mau di naik tarif ya..... sudah terprediksi ya pak😁😁😁,Percakapan Biasa,Tidak Berisiko
24464,berapa triliun ke untungan boss,Percakapan Biasa,Tidak Berisiko
24465,"kami semua warga sumatera sudah memaafkan,dan apabila nanti ada kendala lagi yang membuat listrik harus padam lagi gak usah ragu kami semua tetap memaafkan,pokoknya kita saling maaf memaafkan🙏",Informasi Umum,Tidak Berisiko
24466,giliran bayar telat di putus 🗿,Transaksi Aman,Tidak Berisiko
24467,ko bisa mati serempak padahal setiap pln di setiap daerah sumbar riau jmbi brbeda2,Informasi Umum,Tidak Berisiko
24468,diskon lah,Percakapan Biasa,Tidak Berisiko
24469,jangan minta maaf aja ganti kerugian itu baru bertanggung jawab,Percakapan Biasa,Tidak Berisiko
24470,"Mudur"" woiii...",Percakapan Biasa,Tidak Berisiko
24471,"Sdh bisa diganti dia, sdh lama sekali dirut rezim jokowi sampai sekarang",Percakapan Biasa,Tidak Berisiko
24472,klo di jepang langsung mengundurkan diri..,Percakapan Biasa,Tidak Berisiko
24473,"gak mau komenlah.
walau seharusnya bisa di maklumi. tapi sepertinya ada sesuatu di balik padamnya listrik.
tapi ya sudahlah.",Informasi Umum,Tidak Berisiko
24474,"kalau di luar negri langsung mengundurkan diri, kalau kayang gini kejadian nya",Percakapan Biasa,Tidak Berisiko
24475,sdh dimaafkan pak,Percakapan Biasa,Tidak Berisiko
24476,masih mati dari tadi pagi,Percakapan Biasa,Tidak Berisiko
24477,"banyak muatan ya ,sampe mati lampu.",Percakapan Biasa,Tidak Berisiko
24478,"klo PLN yang salah cuma minta maaf tapi klo konsumen yang terlambat main putus Amper aja
gak ada kompensasi dari PLN untuk yang terdampak pemadaman",Informasi Umum,Tidak Berisiko
24479,berapa triliun ke untungkan bos,Percakapan Biasa,Tidak Berisiko
24480,kami memaafkan kok. namanya mesin pasti ada jangka rusaknya. lagi GK begitu lama,Percakapan Biasa,Tidak Berisiko
24481,bayar telat di cabut tapi rugi teruss,Transaksi Aman,Tidak Berisiko
24482,"ganti Dirut ny,, terutama region sumatera....KLO kebiasaan maaf,, nanti terulang lg",Percakapan Biasa,Tidak Berisiko
24483,meteran jpn gk ya,Informasi Umum,Tidak Berisiko
24484,"pln tutup. kerugian triliunan
padahal rakyat bayar terus",Transaksi Aman,Tidak Berisiko
24485,maaaf saya tidak bisaa memaafkan kalien,Percakapan Biasa,Tidak Berisiko
24486,seharusnya jangan hanya kata maaf bagai mana dgn rakyat yg sudah kalian rugikan berapa solar yg sudah kalian korupsi,Percakapan Biasa,Tidak Berisiko
24487,jujur saja berapa ton yg masuk?,Percakapan Biasa,Tidak Berisiko
24488,Riau. Inhil belum hidup pak. kab inhu sudah hidup,Percakapan Biasa,Tidak Berisiko
24489,fredddd rakyat terlambat bayar bisa mintak maap ya pak,Transaksi Aman,Tidak Berisiko
24490,aturlah🥺 mau apapun itu kita tak faham,Percakapan Biasa,Tidak Berisiko
24491,ngantuk dengarnya,Percakapan Biasa,Tidak Berisiko
24492,maaf aja pak??? kompensasinya mana???,Percakapan Biasa,Tidak Berisiko
24493,"kenapa selalu Sumatra pak?
Kalo Sumatra blackout perbaikannya pasti lama pak.
banyak usaha"" yang rugi perbaikan ny pasti dari pagi sampai sore.",Percakapan Biasa,Tidak Berisiko
24494,"klo boleh tau kenapa PLN rugi trus pak, sedangkan kmu gak pernah ngutang..? tlng di jawab",Informasi Umum,Tidak Berisiko
24495,rumahku masi blm idop ini pak,Percakapan Biasa,Tidak Berisiko
24496,klau di jepang ini .pimpinannya sudah mengundurkan diri karena ketidakmampuan .klau di Indonesia hanya mintak mintak maaf sudah cukup,Percakapan Biasa,Tidak Berisiko
24497,semenjak Prabowo jadi presiden indonesia semrawut gak ada yg bener 😏,Percakapan Biasa,Tidak Berisiko
24498,Bengkulu juga mati” woy,Percakapan Biasa,Tidak Berisiko
24499,uji coba panik apa ga nya ni...,Percakapan Biasa,Tidak Berisiko
24500,kompensasi konsumen gratis daya listrik 1 Minggu,Informasi Umum,Tidak Berisiko
24501,politik semua 😂😂😂,Percakapan Biasa,Tidak Berisiko
24502,hijijib kegedean gaji,Percakapan Biasa,Tidak Berisiko
24503,minta maaf ya..boleh nggak bayar listrik telat minta maaf nggak denda dan kena peringatan,Transaksi Aman,Tidak Berisiko
24504,asal jangan jd alasan buat naikan tarip aja bpk.,Percakapan Biasa,Tidak Berisiko
24505,"alhamdulillah cepat tanggap, walau belum seluruhnya hidup",Percakapan Biasa,Tidak Berisiko
24506,"Bayar telat putus tapi kalau PLN yang bermasalah cukup hanya minta maaf saja. I Love U, PLN.",Transaksi Aman,Tidak Berisiko
24507,koq ada part 2 nya pak,Percakapan Biasa,Tidak Berisiko
24508,"Listrik mahal , pas melakukan kesalahan ga pernah kasi ganti rugi tapi PlN merugi trs krn sibuk hedon karyawannya2 mahal . 😂 Smoga ada swasta yg bs ambil alih energi dan mengelola energi dlm negri ini lebih baik dan bijak ky negara tetangga",Informasi Umum,Tidak Berisiko
24509,"minta kompensasi donk, masa telat bayar denda, lampu mati lama kami ga ada kompensasi",Transaksi Aman,Tidak Berisiko
24510,di negara ini semua selesai dengan minta maaf,Percakapan Biasa,Tidak Berisiko
24511,"percaya alasan bapak ini nambah rukun iman pak ,entah apa modus black out malam tadi",Percakapan Biasa,Tidak Berisiko
24512,Maaf tidak diterima,Percakapan Biasa,Tidak Berisiko
24513,intinya... Cuacanya lah yang di salahkan begitulah ujungnya.,Percakapan Biasa,Tidak Berisiko
24514,Iyo pak podo podo .. gpp pak mati lampu .. wes biasa rakyat jelata merasakan iki pak sante ae pak …,Percakapan Biasa,Tidak Berisiko
24515,ya Allah minta maaf doang ? gak bpk pikirkan kami kepanasan gak bisa tidur jaringan ngeleg gak bisa ngedracin 🤬,Percakapan Biasa,Tidak Berisiko
24516,"maaf aja ni pak?
minimal kompensasi atau ganti rugi dong . masyarakat banyak yg dirugikan",Percakapan Biasa,Tidak Berisiko
24517,minta ganti rugi sama pln karna mengganggu transaksi UMKM dilapangan👍,Informasi Umum,Tidak Berisiko
24518,kalau Masyarakat Telat bayar Tagihan BOLEH GAK PAK DIRUT KAMI MINTA MAAF...?,Transaksi Aman,Tidak Berisiko
24519,"Saya heran nya
di pulau Rupat kok ikut padam
kan Rupat pulau terpisah
tidak ada kabel yg tersambung ke sana dari pulau Sumatera dan mereka pake PLTD, kan mereka seharusnya tetap bisa nyala
tapi kok ikut padam ?
apa ada permainan ?
maaf sebelumnya
🙏🙏🙏",Percakapan Biasa,Tidak Berisiko
24520,tiada maaf bagimuu,Percakapan Biasa,Tidak Berisiko
24521,Sumatra muluu yangg kenakkk,Percakapan Biasa,Tidak Berisiko
24522,giliran kita telat byar GK cukup minta maaf harus byar denda juga gimn si pak.,Percakapan Biasa,Tidak Berisiko
24523,maaf aja ni....yakin gak ada penegasan yang lain untuk kalian di pln ni,Informasi Umum,Tidak Berisiko
24524,"2024 bulan juni sumatra blackout juga, kok sekarang gitu lagi? cuma berselang 2 tahun loh di bulan yg hampir sama loh ini... hhhmmmm jadi curiga ada apa nih sebenarnya",Percakapan Biasa,Tidak Berisiko
24525,"perusahaan gaada saingan alias monopoli, maintenance sering, trouble besar kek tiap tahun, cuma disuguhi minta maaf",Percakapan Biasa,Tidak Berisiko
24526,selama 7hri ya pak😁,Percakapan Biasa,Tidak Berisiko
24527,gaji gede2 itu smua...,Percakapan Biasa,Tidak Berisiko
24528,"gara gara mati lampu, mau ngambil daging jadi ke ambil lengkuas,",Percakapan Biasa,Tidak Berisiko
24529,jangan diulang,Percakapan Biasa,Tidak Berisiko
24530,"gak usah minta maaf,, turunin aja tagihan listrik 50%,, baru dimaafin",Transaksi Aman,Tidak Berisiko
24531,"gara"" bapak ikan koi saya pada mati 😡",Percakapan Biasa,Tidak Berisiko
24532,[Stiker] gw gagal jaga bumi 🗿,Percakapan Biasa,Tidak Berisiko
24533,tatik gitu padahal mah ada penyelundupan besar²an ini 😂,Percakapan Biasa,Tidak Berisiko
24534,"Fakta yg tidak bisa dipungkiri
kalo padam listrik keseluruhan begini pasti
SINYAL HP TIDAK ADA !!!!
titik no debat",Informasi Umum,Tidak Berisiko
24535,maaf Mulu pak kami aja kalau telat bayar arogannya bukan main yang nagih bayar listrik telat sedikit aja,Transaksi Aman,Tidak Berisiko
24536,😭😭😭😭😭😭😭,Percakapan Biasa,Tidak Berisiko
24537,"mundur lah , udh ggal jd dirut",Percakapan Biasa,Tidak Berisiko
24538,gagal jual arus ya pak ? kan sering KLO tengah MLM jual arus kepabrik,Percakapan Biasa,Tidak Berisiko
24539,"KLO ngak sangup mundur aja pak,",Percakapan Biasa,Tidak Berisiko
24540,klo telat bayar bisa minta maaf gak ya..,Transaksi Aman,Tidak Berisiko
24541,direksi pln harus diganti ! ngurus listrik tak becus!😳,Informasi Umum,Tidak Berisiko
24542,"mohon maaf lahir dan batin
udah kyk lebaran aja",Percakapan Biasa,Tidak Berisiko
24543,Kami masarakat di Rugikan PLN kami masarakat menurut Hak Ganti Rugi. Oleh PLN,Informasi Umum,Tidak Berisiko
24544,750 KV itu bahan bakarnya berapa Ton ya serius nanya,Percakapan Biasa,Tidak Berisiko
24545,kapan lagi terulang padam listrik😂😂😂,Informasi Umum,Tidak Berisiko
24546,kek gini mau monopoli tata kelola ekspor,Percakapan Biasa,Tidak Berisiko
24547,50 ton masuk.. 🤫🤫,Percakapan Biasa,Tidak Berisiko
24548,"Di jawa kemarin panennya, bulan ini baru dikirim",Percakapan Biasa,Tidak Berisiko
24549,Aku lagi cuci mobil untuk posisi mobil udah turun coba belum apa ga ku tinggal mobil di cucian mobil tu 🤣,Percakapan Biasa,Tidak Berisiko
24550,"tros nanti rapat dengar pendapat dengan DPR, ujung ujungnya minta tambahan anggaran😅",Jadwal & Kegiatan,Tidak Berisiko
24551,"uda lh pak, kalau uda minta maaf selesai lah....",Percakapan Biasa,Tidak Berisiko
24552,"iya di maafin, 13 jam loh pak mati lampu. yg punya usaha terganggu. ga ada toh kek ganti ruginya ?",Percakapan Biasa,Tidak Berisiko
24553,"maaf maaf, gak mandi aku kerja, untung masih ada aer cebok ku",Percakapan Biasa,Tidak Berisiko
24554,"trus apa hubungannya dgn jaringan internet,padahal dia pakai batrai cadangan hingga 9 jam..ada apa kalian ini??!!😇😇😂",Percakapan Biasa,Tidak Berisiko
24555,"yg jadi pertanyaan saya,emang cuma 1 gardu induk listrik di pulau sumatera?
kok bisa hampir semua propindi mati,gk masuk logika",Kata Kasar & Ancaman,Berisiko
24556,ga terasa udh 15 jam blm hidup #medantimur,Percakapan Biasa,Tidak Berisiko
24557,mundur aja pak... kompensasinya kalo PLN mati. masyarakat konsumen menuntut keadilan... karena banyak konsumen yg terdampak pada matinya aliran listrik... khususnya industri menengah...,Informasi Umum,Tidak Berisiko
24558,"80 thn sudah merdeka..pln aja gak beres..
giliran pelanggan listrik nunggak bayar pasti diputus..pln bermasalah hanya minta maaf sebesar2 nya coba beri konpensasi",Transaksi Aman,Tidak Berisiko
24559,sumsel ga toh,Percakapan Biasa,Tidak Berisiko
24560,maaf maaf dan maaf tapi tidak perbaiki semua system' ya,Percakapan Biasa,Tidak Berisiko
24561,"Selalu rugi, minta maaf",Percakapan Biasa,Tidak Berisiko
24562,"Liat aja habis soal blackout ini, mereka dapat penghargaan + BONUS!!!! lawak",Percakapan Biasa,Tidak Berisiko
24563,"Minta maaf saja tidak cukup,harus ada audit secara menyeluruh",Percakapan Biasa,Tidak Berisiko
24564,"gangguan cuaca opo mas, cek bmkg",Percakapan Biasa,Tidak Berisiko
24565,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Percakapan Biasa,Tidak Berisiko
24566,"lu enk pak,tidur nyenyak,lah gw cpe hampir 5 jam,ngipasin ank,blum diganggu nyamukl lgi😏😭",Percakapan Biasa,Tidak Berisiko
24567,"Lemot banget ngomongnya , langsung intinya ajalah",Percakapan Biasa,Tidak Berisiko
24568,Info loker bos q? Urusan maaf bsa kita bicarakan belakangan,Percakapan Biasa,Tidak Berisiko
24569,PLN Gampang MINTA MAAF...coba KONSUMEN TELAT BAYAR 2 HARI...KITA MINTA MAAF ENGGAK NGARUH...LISTRIK KITA DI PUTUS....,Transaksi Aman,Tidak Berisiko
24570,"cma BS maaf doang, giliran kami telat byr kalian lsg cabut.nanti beteriak rugi. kami ni masyarakat byr semua.klo TDK byr kalian cabut,JD pasti alat yg kualitas yg bgs, jgn yg murah untung bsr aja kalian pikirin",Percakapan Biasa,Tidak Berisiko
24571,tiap wilayah PLN selalu ada diesel cadangan. jikapun jaringan rusak masak satu pulau mesti padam. mungkin peralatan lainnya telah lama dijual buat korupsi ramai² oleh pejabat pemerintahan Prabowo,Informasi Umum,Tidak Berisiko
24572,trus mati lampu sampai ber jam2 ada PLN bayar konfensasi sama masyarakat. jgn klau kita telat bayar langsung denda.,Transaksi Aman,Tidak Berisiko
24573,100rb dulu pak🗿,Percakapan Biasa,Tidak Berisiko
24574,mundur dong dirutnya,Percakapan Biasa,Tidak Berisiko
24575,minta maaf doang kagek diterima! kami telat bayar emang boleh cuma minta maaf? kami didenda! Sekarang PLN harus ganti rugi ke masyarakat dong,Transaksi Aman,Tidak Berisiko
24576,"lagu lama,tanggung jawabnya cuman minta maaf doang",Percakapan Biasa,Tidak Berisiko
24577,mengundurkan diri aja pak,Percakapan Biasa,Tidak Berisiko
24578,"kami telat 1 hari, uda sibuk nagih dan ancam diputus, ini kalian yg salah, apa konsekuensinya???",Percakapan Biasa,Tidak Berisiko
24579,ganti ruginya ada gak ya 😏,Percakapan Biasa,Tidak Berisiko
24580,"Bayar lampu harus tepat waktu, giliran mati gini kompensasi ada ga",Transaksi Aman,Tidak Berisiko
24581,gara2 ini gw kena likuid..soalnya bkn cm listrik internet jg mati,Informasi Umum,Tidak Berisiko
24582,klu tidak ancuuurrr bukannya konoha,Percakapan Biasa,Tidak Berisiko
24583,"PLN ada kesalahan hanya minta maaf,,tapibrakyat terlambat bayar g bisa minta maaf,,langsung peringatan dan pemutusan",Transaksi Aman,Tidak Berisiko
